Scientific Name,Common Name,Plant Type,URL,Spread,Soil Type,Sun/Shade Conditions,Image,Summary,Soil Moisture,Lep Count,Supported Leps
Penstemon digitalis �Husker Red�,Husker Red Foxglove Beardtongue,perennial ,https://mtcubacenter.org/plants/husker-red-foxglove-beardtongue/,2,"Chalk, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Penstemon_digitalis_Husker_Red_1.jpg,"The maroon foliage of Penstemon digitalis �Husker Red� is a wonderful color accent in the garden. This easily grown 3� tall perennial blooms in early summer with white flowers that contrast nicely with the maroon foliage. Husker Red foxglove beardtongue tolerates heat and high humidity, is deer resistant, and attracts butterflies and hummingbirds. It is as effective in the perennial border as it is in the wildflower garden.  Penstemon digitalis �Husker Red� will perform well if given average soil, good drainage, and full sun conditions. Companions for this drought tolerant gem include Hydrangea quercifolia, Fothergilla gardenii, Baptisia �Purple Smoke�, and Rudbeckia fulgida �Goldsturm�.","average, dry, moist ",9,
Penstemon smallii,Small�s Beardstongue,perennial ,https://mtcubacenter.org/plants/smalls-beardstongue/,2,"Chalk, Loam, Sand",filtered-shade ,https://mtcubacenter.org/wp-content/uploads/2016/06/Penstemon_smallii_1.jpg,"Small�s beardstongue is an underused and, yet, stunning perennial for the garden border or shady woodland edge in summer. It develops robust stems that can grow 18-28? tall, topped by exceptionally showy, pale lavender-violet to purplish-pink flowers, often in terminal clusters of 50 flowers or more. Its foliage is also an usually vibrant green that contrasts nicely with the flowers. Small�s beardstongue does best in well-drained to dry soils and partial shade to sunny locations. Small�s beardstongue makes a lovely companion with Amsonia hubrichtii, Gentiana andrewsii, Phlox divaricata, Polystichum acrostichoides, Chionanthus virginicus, and Carpinus caroliniana.","average, dry ",9,
Phacelia bipinnatifida,Purple Phacelia,biennial ,https://mtcubacenter.org/plants/purple-phacelia/,4,"Chalk, Clay, Loam, Sand","partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Phacelia_bipinnatifida_1.jpg,"Purple phacelia, a relatively unknown biennial, can be used to quickly cover a large area in a sea of foliage and flowers. The divided leaves grow to a height of 5� the first summer and linger until late fall. The following spring, they re-emerge, culminating in 12-15� tall plants covered with masses of purple flowers that last for about a month. Purple phacelia readily self-sows thereby assuring a continuous display. It tolerates most soil types and grows best in part shade. Stylophorum diphyllum and Polystichum acrostichoides complement purple phacelia. Fall bloomers like Solidago caesia and Symphyotrichum oblongifolium provide a color contrast mingling with the green leaves of purple phacelia.","average, moist ",2,
Phlox divaricata,Woodland Phlox,perennial ,https://mtcubacenter.org/plants/woodland-phlox/,1,"Chalk, Clay, Loam, Sand","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Phlox_divaricata_1.jpg,"This charming wildflower creates a haze of blue in the spring atop delicately branched stems as it spreads happily in the woodland garden. Woodland phlox is an herbaceous perennial that is among the most reliable and carefree plants, producing large clusters of fragrant lavender blue flowers on 6-10? tall stems. Woodland phlox performs best in well-drained, neutral to slightly acidic soils in shade, though it will tolerate morning sun. It",,6,
Phlox paniculata �David�,David Fall Phlox,perennial ,https://mtcubacenter.org/plants/david-fall-phlox/,3,"Chalk, Clay, Loam","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Phlox_paniculata_David_1.jpg,"Phlox paniculata �David� brightens the garden with its large panicles of intensely fragrant, pure white blooms that last for several days in mid to late summer. It grows 30-48� tall and is a highly regarded cultivar for its medium-green, mildew-resistant foliage, making this phlox a perfect candidate for the perennial border or woodland garden edge. David fall phlox performs well in average to moist, well-drained soil in full sun to partial shade. Discovered by native plant enthusiast F.M. Mooberry at Brandywine River Museum near Chadds Ford, PA, Phlox paniculata �David� is a good companion for Spigelia marilandica, Vernonia gigantea, Rudbeckia fulgida, and Coreopsis pubescens.","average, moist ",6,
Phlox pilosa ssp. ozarkana,Ozark Phlox,perennial ,https://mtcubacenter.org/plants/ozark-phlox/,2,"Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Phlox_pilosa_ssp_ozarkana_1.jpg,"Ozark phlox is a beautiful spring phlox worthy of wider garden use. Its attractive pink to magenta flowers appear from late spring to early summer on 12-20� tall stems. The fragrant flowers of Ozark phlox are a valuable butterfly nectar source. It grows well in half to a full day of sun and spreads slowly underground among other garden plants to form an attractive mass. Cutting back the flower stems after bloom makes for the best appearance. Ozark Phlox could be used in a rock garden, in the front of a perennial border, or in a native meadow planting. It grows well with Schizachyrium scoparium, Andropogon virginicus, Packera anonyma, Penstemon digitalis, Baptisia alba, and Rudbeckia hirta.","average, dry, moist ",6,
Phlox stolonifera,Creeping Phlox,perennial ,https://mtcubacenter.org/plants/creeping-phlox/,2,"Chalk, Clay, Loam","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Phlox_stolonifera_1.jpg,"In full bloom, Phlox stolonifera blankets the ground in a cloud of dainty lavender flowers. These fragrant flowers appear on 6� upright clusters and are also available in shades of white, pink, and purple. Creeping phlox forms a loose mat of low-growing, evergreen foliage that spreads quickly to cover large areas. Creeping phlox likes woodland conditions where soils are moist and well-drained as well as slightly acidic. While it prefers partial shade, creeping phlox can tolerate more sun if kept moist. Combine Phlox stolonifera with your other favorite spring blooming woodland plants including Tiarella cordifolia, Trillium luteum, Rhododendron vaseyi, Trillium flexipes and Sanguinaria canadensis.",average ,6,
Phlox subulata,Moss Phlox,perennial ,https://mtcubacenter.org/plants/moss-phlox/,2,"Chalk, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Phlox_subulata_1.jpg,"This evergreen perennial phlox is a vigorous, mat-forming groundcover, growing 3-6� tall with outstanding early spring flowers that cover the plants. Better yet, moss phlox tolerates hot and dry exposures. The fragrant, �� blooms are five-petaled with each petal notched at the tip. Phlox subulata blooms from early to mid-spring in colors ranging from lavender and blue-purple to pink and white. Moss phlox performs best with full sun to filtered shade in neutral to alkaline soil. Plants are best displayed at the front of the border and rock garden with companions such as Aquilegia canadensis, Viola pedata, Liatris microcephala, Silene virginica and other xeric loving plants.","average, dry ",6,
Podophyllum peltatum,Mayapple,perennial ,https://mtcubacenter.org/plants/mayapple/,1,"Chalk, Clay, Loam, Sand","filtered-shade, partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Podophyllum_peltatum_1.jpg,"Although very common in our rich moist woodlands, this underused deciduous ground cover is one of the first signs of spring, carpeting the ground in emerald green foliage. Concealed beneath the 8-12� tall umbrella-shaped leaves is a nodding, solitary white flower followed by a yellow, apple-like berry. Other parts of the plant are poisonous. In June, mayapple begins to go dormant and can be cut back. It forms a large mass and is best grown with ferns for textural contrast such as Phegopteris hexagonoptera, Dryopteris goldiana and Polystichum acrostichoides. Also grow it with late summer blooming Eurybia divaricata and Solidago flexicaulis which will occupy the space when mayapple goes dormant.","average, dry, moist ",6,
Polemonium reptans,Jacob�s Ladder,perennial ,https://mtcubacenter.org/plants/jacobs-ladder/,2,"Chalk, Clay, Loam, Sand","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Polemonium_reptans_1.jpg,"Blooming in late April, Jacob�s ladder is a great plant for massing in the spring woodland garden. It produces loose upright shoots 12-18� tall with small, bell-shaped pale blue flowers borne in branched clusters. The leaves of Jacob�s ladder are divided into many small segments, giving plants a strong architectural appearance. Jacob�s ladder prefers partial shade to shade in moist well-drained soils. With its eye-catching flowers and foliage Jacob�s ladder is a nice complement to neighboring plants such as Arisaema triphyllum, Caulophyllum thalictroides, Sanguinaria canadensis, Panax quinqefolius, Trillium spp., and other woodland garden plants.",average ,1,
Polygala paucifolia,Gay Wings,perennial ,https://mtcubacenter.org/plants/gay-wings/,0.75,Sand,"filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Polygala_paucifolia_1.jpg,"This woodland jewel is a slow growing, semi-evergreen groundcover that was coveted by Mt. Cuba Center�s founder, Mrs. Lammot du Pont Copeland. Gay wings is a rhizomatous perennial reaching only 4? tall, producing highly attractive rose-purple to pink tubular shaped �orchid-like� flowers with petals jutting out at a right angle to evoke the appearance of wings. It grows best in acidic, well-drained, organic soils without competition. It combines well with Pinus strobus, Hexastylis arifolia, Hexastylis shuttleworthii, Leucothoe fontanesiana, Uvularia sessilifolia, Clethra acuminata, and Stewartia ovata.","average, dry ",1,
Polygonatum biflorum,Small Solomon�s Seal,perennial ,https://mtcubacenter.org/plants/small-solomons-seal/,2,"Chalk, Clay, Loam, Sand","filtered-shade, partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Polygonatum_biflorum_1.jpg,"With its arching stems, small Solomon�s seal adds a refined, vertical arching character to the woodland garden. This rhizomatous perennial flowers in spring with bell-shaped yellowish white flowers borne on the underside of 1-3� tall stems. Small Solomon�s seal grows well in moist, well-drained acid soil in partial shade to shade. The bright green leaves of summer give way to attractive yellow fall color that contrasts nicely with the blue-black round fruit hanging beneath each leaf axil. Small Solomon�s seal is striking in the shade border combined with plants of differing textures such as Asarum canadense, Tiarella cordifolia, Mertensia virginica, and Stylophorum diphyllum.",average ,1,
Quercus alba,White Oak,tree ,https://mtcubacenter.org/plants/white-oak/,80,"Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Quercus_alba_1.jpg,"White oak is the national tree of the U.S. and a perfect candidate to serve as a backbone in the garden. With wide-spreading branches and the potential to reach 80� tall, white oak is indeed a majestic species. The fall color of Quercus alba adorns this tree in enchanting shades of purple to wine-red. Additionally, it supports more species of wildlife than any other plant found in our forests. It prefers well-drained, neutral to acidic soils while still tolerating thin and dry conditions. White oak prefers full sun, eventually becoming an excellent shade tree and home to such companions as Cornus florida, Hydrangea quercifolia, Rhododendron maximum and Viburnum prunifolium.","average, dry, moist ",463,"Acronicta retardata, Haploa clymene, Limenitis arthemis, Acronicta interrupta, Eosphoropteryx thyatyroides, Antheraea polyphemus, Citheronia regalis, Papilio glaucus, Orgyia leucostigma, Schizura concinna, Hypercompe scribonia, Callosamia promethea, Actias luna, Lophocampa caryae, Hyalophora cecropia"
Quercus coccinea,Scarlet Oak,tree ,https://mtcubacenter.org/plants/scarlet-oak/,50,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Quercus_coccinea_Gregg_Property_1.jpg,"One of the most breathtaking sights in autumn is the transformation of the glossy green leaves of scarlet oak to bright red. The fact that the fall color of Quercus coccinea is relatively late in the season only adds to its charm. Useful as a shade or specimen tree, scarlet oak can grow to 75? tall, developing an informal upright oval rounded shape. Indigenous to rocky, upland terrain, it grows best in well drained, acidic soils with low fertility, though it will tolerate most garden conditions as long as drainage is adequate. Scarlet oak performs well with companions such as Nyssa sylvatica, Oxydendrum arboreum, Viburnum acerifolium, Viburnum prunifolium, Kalmia latifolia, Rhododendron periclymenoides, and Rhododendron vaseyi.","average, dry ",463,"Acronicta retardata, Haploa clymene, Limenitis arthemis, Acronicta interrupta, Eosphoropteryx thyatyroides, Antheraea polyphemus, Citheronia regalis, Papilio glaucus, Orgyia leucostigma, Schizura concinna, Hypercompe scribonia, Callosamia promethea, Actias luna, Lophocampa caryae, Hyalophora cecropia"
Rhododendron arborescens var. richardsonii,Richardson�s Sweet Azalea,shrub ,https://mtcubacenter.org/plants/richardsons-sweet-azalea/,5,"Clay,  Loam, Sand","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Rhododendron_arborescens_var_richardsonii_1.jpg,"This sweetly fragrant and broad spreading shrub is the perfect addition to the summer garden. Beginning in June, Richardson�s sweet azalea produces masses of white flowers borne on a broadly rounded plant that grows up to 4? tall and 6? wide. Richardson�s sweet azalea is tolerant of light shade to full sun in acidic, well-drained soils. In autumn this azalea develops striking bronze to scarlet fall foliage color that adds to its ornamental value. Rhododendron arborescens var. richardsonii can be incorporated in the garden as a companion or used as a specimen plant. It is striking when planted with Xanthorhiza simplicissima, Leucothoe axillaris, Kalmia latifolia, Geum lobatum, Viola labradorica, and Carex laxiculmis Bunny Blue�.","average, dry, moist ",52,"Hyles lineata, Sphinx kalmiae, Callosamia promethea, Automeris io, Scopula limboundata"
Rhododendron austrinum,Florida Flame Azalea,shrub ,https://mtcubacenter.org/plants/florida-azalea/,5,"Clay,  Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Rhododendron_austrinum_1.jpg,"Rhododendron austrinum is among the showiest and easiest to grow of the native azaleas. In early May, this beautiful shrub has masses of exquisitely fragrant flowers in a color range from yellow to vibrant orange, often tinged with pink at the base. It excels in moist to sandy, well drained acidic soil and thrives in the summer heat growing as a multi-stemmed, upright rounded shrub reaching 10-15� tall. Florida azalea is an excellent choice for the landscape, for use in the back of the border or alone as a specimen. It combines well in the garden with Rhododendron periclymenoides, Stylophorum diphyllum, Cornus florida, Dryopteris marginalis, Viburnum prunifolium, Callicarpa americana, and Geranium maculatum.","average, dry, moist ",52,"Hyles lineata, Sphinx kalmiae, Callosamia promethea, Automeris io, Scopula limboundata"
Rhododendron canescens,Piedmont Azalea,shrub ,https://mtcubacenter.org/plants/piedmont-azalea/,5,"Clay,  Loam, Sand","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Rhododendron_canescens_1.jpg,"Piedmont azalea is among the most versatile native deciduous azaleas for the woodland garden or mixed border. In spring, it produces a spectacular showcase of floral beauty with masses of fragrant, pale to dark pink, honeysuckle-like flowers that cover the plant before leaves emerge. Piedmont azalea is a multi-stemmed upright spreading shrub 6-10� tall that tolerates part shade to sun and well-drained, moist to very dry acidic soils. When planted in masses or used as a specimen, it blends well with Cornus florida, Viburnum acerifolium, Callicarpa americana, Hydrangea quercifolia, Oxydendrum arboreum, Polystichum acrostichoides, Kalmia latifolia, Hexastylis arifolia, and Uvularia sessilifolia.","average, dry, moist ",52,"Hyles lineata, Sphinx kalmiae, Callosamia promethea, Automeris io, Scopula limboundata"
Rhododendron maximum,Rosebay Rhododendron,shrub ,https://mtcubacenter.org/plants/rosebay-rhododendron/,5,"Clay,  Loam, Sand","filtered-shade, partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Rhododendron_maximum_1.jpg,"Luxuriant and bold, rosebay rhododendron is a stunning broad-leaved evergreen for the garden or naturalized in the woodland landscape. This multi-stemmed, upright spreading shrub can grow 10-12? tall and wide under ideal conditions. In early summer, mature branches produce large clusters, or trusses, with up to 25 white to pale pink flowers. Rosebay rhododendron requires filtered shade to shade and acid soils, but can tolerate more sun if soils are moist and well drained. Rhododendron maximum grows well with Tsuga canadensis, Leucothoe fontanesiana, Halesia tetraptera, Chionanthus virginicus, Polystichum acrostichoides, Rhododendron periclymenoides, Asarum canadense, and Hexastylis arifolia.","average, moist ",52,"Hyles lineata, Sphinx kalmiae, Callosamia promethea, Automeris io, Scopula limboundata"
Rhododendron viscosum var. serrulatum,Swamp Azalea,shrub ,https://mtcubacenter.org/plants/swamp-azalea/,10,"Loam, Sand","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Rhododendron_serrulatum_1.jpg,"Rhododendron viscosum var. serrulatum offers fragrant white tubular flowers in late summer on an upright, irregularly shaped, multi-stemmed shrub, making it a very nice element for the back of the garden border. Swamp azalea prefers moist, well-drained, acid soils in full sun to filtered shade. Even so, it is quite adaptable in the garden to occasional dry periods. In autumn, swamp azalea can develop excellent red fall color. This azalea combines well with numerous plants in the garden including Osmunda regalis, Osmundastrum cinnamomea, Phlox divaricata, Actaea podocarpa, Clematis glaucophylla, Lobelia siphilitica, Leucothoe axillaris, Clethra alnifolia, and Ilex glabra.","average, moist ",52,"Hyles lineata, Sphinx kalmiae, Callosamia promethea, Automeris io, Scopula limboundata"
Rhus aromatica,Fragrant Sumac,shrub ,https://mtcubacenter.org/plants/fragrant-sumac/,30,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Rhus_aromatica_1.jpg,"Fragrant sumac is a deer resistant and adaptable deciduous shrub reaching 6-8� tall with a spread of 6-10�. It has glossy dark green, trifoliate leaves and freely suckering stems that are quite aromatic. Small yellow flowers appear in early spring before the foliage emerges, followed by hairy red berries in fall. Fragrant sumac also develops stunning orange to red fall color. Plants thrive in dry to average, well-drained soil in full sun to filtered shade. Rhus aromatica is an excellent plant for stabilizing embankments or using as a mass in the garden. It is a good companion for Hydrangea quercifolia, Cornus florida, Schizachyrium scoparium, Comptonia peregrina and other drought tolerant plants.","average, dry ",54,"Dichorda iridaria, Actias luna, Citheronia regalis, Lophocampa caryae"
Rudbeckia fulgida,Common Eastern Coneflower,perennial ,https://mtcubacenter.org/plants/common-eastern-coneflower/,2,"Chalk, Clay, Loam","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Rudbeckia_fulgida_1.jpg,"Common eastern coneflower, sometimes known as black-eyed Susan is one of our best known wildflowers, delighting us with long lasting, boldly colored blooms year after year. In mid-summer the first golden yellow to tangerine daisy-like blossoms emerge, continuing for many weeks to attract a wide array of insects. Stiff stems 2-3� in height eliminate the need for staking; even so, occasional deadheading will lengthen the flowering period. Dark cones left by the spent flowers add winter interest and provide seed for birds. Rudbeckia fulgida prefers full sun and moist well-drained soil. Plant in the border or meadow with other garden favorites including Liatris spicata, Echinacea purpurea, Symphyotrichum laevis, and Schizachyrium scoparium.","average, dry ",17,Synchlora aerata
Rudbeckia triloba,Thin-Leaf Coneflower,perennial ,https://mtcubacenter.org/plants/thin-leaf-coneflower/,2,"Clay, Loam",full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Rudbeckia_triloba_1.jpg,"Rudbeckia triloba is a bushy, free-flowering, 2-3� (to 5�) tall biennial or short-lived perennial that readily self sows and is very effective for naturalizing. It features masses of 1-2� wide, daisy-like, golden-yellow flowers with flat, purplish-brown centers on hairy stems from late summer to early fall. The thin, rough textured upper leaves are oval to lance-shaped and sometimes three-lobed at the base. Performance is best in moist but well-drained, humus-rich soil in full sun. Perfect for an informal garden, it also makes a good cut flower. Plant with Echinacea purpurea, Eutrochium maculatum, Conoclinium coelestinum, Symphyotrichum laeve, and Vernonia novaboracensis.","average, moist ",17,Synchlora aerata
Ruellia humilis,Fringe Leaf Wild Petunia,perennial ,https://mtcubacenter.org/plants/fringe-leaf-wild-petunia/,2,"Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Ruellia_humilis_humilis_1.jpg,"Copious purple blooms adorn this dependable trailing perennial from summer to fall and provide an easy to grow filler for the perennial border or meadow. Reaching up to 1-2� tall and preferring sun to filtered shade, Ru<em>ellia humilis </em>grows best in dry, well drained, and rocky soil; even so, it also thrives in moist, nutrient enriched soil. Fringe leaf wild petunia stands out when planted in masses, at the front of a border or naturalized in a meadow, informally weaving its leggy branches among other plants. Plant this charming plant with Schizachyrium scoparium, Eutrochium fistulosum, Coreopsis tripteris, Penstemon digitalis, Eragrostis spectabilis, or Echinacea pallida to accent and provide a skirt to other taller perennials.","average, dry, moist ",2,
Sanguinaria canadensis,Bloodroot,perennial ,https://mtcubacenter.org/plants/bloodroot/,0.5,"Clay, Loam","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Sanguinaria_canadensis_1.jpg,"Bloodroot is among the earliest spring wildflowers, bearing stark, many-petaled white flowers with yellow centers on 6? stalks as its bluish-green leaves emerge long before most other wildflowers begin to grow. This early blooming, rhizomatous perennial develops large masses, thriving in the thin leaf litter layer of deciduous woodlands. The orange-red sap exuded from cut stems or rhizomes of bloodroot serves as the inspiration for its common name. To extend its season of interest, combine bloodroot with Trillium flexipes, Hydrophyllum virginianum, Tiarella cordifolia, Polystichum acrostichoides, Thalictrum thalictroides, Enemion biternatum, and Actaea racemosa.","average, moist ",1,
Sarracenia leucophylla,White Trumpet,perennial ,https://mtcubacenter.org/plants/white-trumpet/,2,Loam,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Sarracenia_leucophylla_1.jpg,"White trumpet is one of the best pitcher plants for the bog garden. Like all Sarracenia species, it is carnivorous, gaining essential nutrients from insects that become trapped in its tall trumpet-shaped foliage. This species has bright crimson flowers in spring and white mottling on the crown of each pitcher, making it attractive even when not in bloom. It requires acidic and consistently moist soils and full sun exposure. White trumpet is a challenging plant to grow for the average gardener, but is well worth the trouble. Sarracenia leucophylla grows well with other bog plants like Calopogon tuberosus, Helonias bullata, Pogonia ophioglossoides, and Lysimachia terrestris.","average, moist ",4,
Sarracenia oreophila,Green Pitcher Plant,perennial ,https://mtcubacenter.org/plants/green-pitcher-plant/,2,Loam,full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Sarracenia_oreophila_1.jpg,"For gardeners who enjoy the curious or are wild about carnivorous plants, Sarracenia oreophila is a perfect garden candidate. This rare native plant of the south is easy to grow in acid boggy conditions. Yellow flowers open in June on tall stems. The green tall �pitchers� grow to about 18� tall. Once the �pitchers� have fallen over in late autumn, the stalks can be cut back. In fall, new leaves called phyllodia emerge and turn a maroon red color which lasts through the winter, giving this plant a multi-seasonal interest. Companions for green pitcher plant include Helonias bullata, Woodwardia virginica, Rhexia virginica, and Andromeda polifolia.","moist, wet ",4,
Sassafras albidum,Common Sassafras,tree ,https://mtcubacenter.org/plants/common-sassafras/,40,"Clay, Loam","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Sassafras_albidum_1.jpg,"Everything that a tree can provide for people and wildlife alike can be found in common sassafras. It presents a wonderful texture in the garden with its large, multi-formed leaves, deeply furrowed, mahogany colored bark and horizontally layered branching pattern. Not only does this tree have a sweet and fruity aroma in its leaves, twigs and flowers, but the brilliant autumnal colors of the leaves create a spectacular show, turning hues of scarlet, orange and yellow. Common sassafras typically reaches 30-40� tall and does best in sunny areas with well drained soils, but can also tolerate some shade. Plant it with Viburnum acerifolium, Hamamelis virginiana, Vaccinium angustifolium, Carex pensylvanica, Deschampsia flexuosa, and Gaultheria procumbens.","average, dry, moist ",35,"Papilio troilus, Callosamia promethea, Citheronia regalis, Papilio glaucus, Antheraea polyphemus, Automeris io, Orgyia leucostigma, Hyalophora cecropia"
Schizachyrium scoparium,Little Bluestem,grasssedge ,https://mtcubacenter.org/plants/little-bluestem/,2,"Chalk, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Schizachryium_scoparium_1-900x700.jpg,"Possessing heat and drought tolerance, minimal nutrient needs, fall color, and winter interest, little bluestem makes a wonderful addition to the garden. Little bluestem is a clumping warm season grass with blue-green to green foliage. Reaching 2-4� tall, this adaptable grass will grow in any site except wet or extremely acidic soils or in deep shade. Turning tawny-burgundy in autumn, Schizachyrium scoparium has an extended season of interest into winter with silvery-white seed tufts along the stem. The movement and fine texture of little bluestem complements large composite flowers like Coreopsis tripteris, Echinacea pallida, Silphium mohrii and Symphyotrichium oblongifolium.","average, dry ",6,
Scutellaria incana,Downy Skullcap,perennial ,https://mtcubacenter.org/plants/downy-skullcap/,2,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Scutellaria_incana_1.jpg,"Scutellaria incana features strong, upright growth with eye-catching, deep-blue flowers, making it an excellent choice for the sunny garden. This partial shade to full sun perennial attains a height from 24-36� tall with darkly-colored stems, 2-4� long oppositely-arranged leaves and many striking, rich deep-blue flowers in mid to late July. The round-top flowers are covered with fine, soft hairs giving rise to its common name, downy skullcap. It thrives in a moist, rich soil but is content with average soil conditions. Downy skullcap is drought-tolerant once established and grows well with companions such as Carex grayi, Rhexia virginica, Iris versicolor, Eutrochium maculatum �Gateway� and Gentiana clausa.",average ,2,
Scutellaria serrata,Showy Skullcap,perennial ,https://mtcubacenter.org/plants/showy-skullcap/,2,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Scutellaria_serrata_1.jpg,"Under-appreciated by most gardeners, showy skullcap is worth adding to almost any garden. The striking terminal spikes of lavender-blue flowers in late spring provide a splash of color after most spring wildflowers have faded. With a neatly formal rounded outline reaching 18? tall, this species is a refined plant for virtually any garden use, from the front of the garden border to naturalizing in a woodland garden. It is adapted to well-drained, moist to dry soil conditions in filtered shade where it makes a fine companion for Iris verna, Meehania cordata, Hepatica nobilis var. acuta, Tiarella cordifolia, Phlox stolonifera, Fothergilla gardenii, Eurybia macrophylla, and Chrysogonum virginianum.","average, dry, moist ",2,
Sedum ternatum,Three-Leaf Stonecrop,perennial ,https://mtcubacenter.org/plants/three-leaf-stonecrop/,0.75,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Sedum_ternatum_1.jpg,"Three-leaf stonecrop, with its succulent leaves and attractive white spring flowers, is a drought resistant, easy-care perennial deserving wider use in gardens. The creeping, succulent evergreen foliage grows 3-6� tall and is rarely bothered by insects or disease. Sprays of white star-shaped flowers on curving one-sided inflorescences are held above the foliage during spring. Sedum ternatum typically grows in shady, well-drained, moist locations such as stream banks or on damp rocks but will take more sun if moisture is available. Three-leaf stonecrop integrates nicely in the woodland garden with Houstonia caerulea, Aquilegia canadensis, Dodecatheon meadia, Iris cristata, Silene virginica, and Chrysogonum virginianum.","average, dry, moist ",6,
Silene virginica,Fire Pink,perennial ,https://mtcubacenter.org/plants/fire-pink/,2,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Silene_virginica_1.jpg,"With brilliant red flowers in clusters atop long slender leafless stems, fire pinks are a delightful invitation to hummingbirds. From a rosette of dark green foliage, the stems arise 1-1�� tall to display the red, five-petaled flowers from mid-spring to early summer. This clump forming herbaceous perennial plant prefers well drained, acidic, poor nutrient soils in filtered shade to sun. Fire pink is ideal for a rock garden, woodland garden with low competition or rocky/sandy slopes. Plant in combination with Aquilegia canadensis, Viola pedata, Iris verna, Silene caroliniana, Sedum ternatum, and Phlox bifida.","average, dry, moist ",5,
Solidago caesia,Blue-Stemmed Goldenrod,perennial ,https://mtcubacenter.org/plants/blue-stemmed-goldenrod/,3,"Clay, Loam, Sand","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Solidago_caesia_1.jpg,"Blue-stemmed goldenrod is a beautiful, easy to grow perennial that really shows off in shady as well as sunny areas. The 1-3� tall garden plant has yellow clusters of flowers that bloom all along the purplish stem in early autumn. It does well in medium to dry, well drained soils and forms attractive open clumps without spreading aggressively. When planted in large numbers, the flowers form streaks of gold shooting off the stems. It performs well with Monarda didyma, Chrysogonum virginianum, Echinacea spp., and Andropogon gerardii.","average, dry ",106,"Leuconycta diphteroides, Synchlora aerata, Cucullia asteroides, Cucullia convexipennis"
