Scientific Name,Common Name,Plant Type,URL,Soil PH,Sun/Shade Conditions,Image,Summary,Soil Moisture
Pachysandra procumbens ‘Silver Streak’,Silver Streak Allegheny Pachysandra,perennial ,https://mtcubacenter.org/plants/silver-streak-allegheny-pachysandra/,adaptable ,"filtered-shade, partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Pachysandra_procumbens_Silver_Streak.jpg,"A Mt. Cuba Center Plant Introduction.<em> Pachysandra procumbens</em> ‘Silver Streak’ is an attractive native groundcover with its mottled, evergreen foliage and fragrant white bottlebrush-shaped flowers in early to mid-spring. The cultivar was selected for its prominent silver coloration during the winter months. In spring the new foliage emerges dark green and remains so until early autumn when the silver markings begin to appear. The foliage of ‘Silver Streak’ remains attractive throught winter unlike many forms of Allegheny pachysandra that become bronze-brown. ‘Silver Streak’ spreads slowly to form a dense carpet 8-10” tall. Forest Green It performs well in a variety of soils from moist to dry and a range of soil pH as long as it is growing in partial to full shade. This woodland plant is also considered by many to be very deer and drought resistant. Pachysandra procumbens ‘Silver Streak’ is a versatile plant that makes a lovely companion for many plants including Hydrangea quercifolia, Leucothoe fontanesiana, Rhododendron vaseyi, Phlox divaricata, and Polemonium reptans.
‘Silver Streak was selected at Mt. Cuba Center for its unique coloring from a mass of Pachysandra procumbens of uknown origin. It was introduced in 2009.","average, dry, moist "
Hydrangea radiata,Silver-Leaf Hydrangea,shrub ,https://mtcubacenter.org/plants/silver-leaf-hydrangea/,acidic ,"filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Hydrangea_radiata_1.jpg,"Silver-leaf hydrangea is a deciduous shrub with outstanding flowers and a unique foliage quality during the heat of summer. Virtually unknown until recently, Hydrangea radiata has gained popularity with its leaves that are a striking silver-white beneath. Additionally, it produces attractive creamy white, flat-topped flower clusters on the ends of its branches. Silver-leaf hydrangea performs very well in part-shade as a border shrub and in masses, reaching 4-7’ tall at maturity. It combines well with Polystichum acrostichoides, Xanthorhiza simplicissima, Rhododendron maximum, Leucothoe fontanesiana, Clethra acuminata, Oxydendrum arboreum, and Rhododendron minus.","average, moist "
Euthamia caroliniana,Slender Goldentop,perennial ,https://mtcubacenter.org/plants/slender-goldentop/,adaptable ,full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Euthamia_caroliniana_1.jpg,"Slender goldentop is an attractive, underused deciduous perennial worthy of wider garden use. Its extremely fine texture and soft yellow flowers make this plant a very special element in the garden. Another great attribute of slender goldentop is that it is one of the last plants to bloom in late autumn. It spreads by underground roots at a rate closely related to the looseness of the soil and makes beautiful masses. Slender goldentop makes a striking clump in a perennial garden or a meadow planting with Schizachyrium scoparium, Andropogon virginicus, Muhlenbergia capillaris, Symphyotricum georgianum, Stokesia laevis, Rudbeckia fulgida, Liatris spicata, and Symphyotricum concolor.",average 
Polygonatum biflorum,Small Solomon’s Seal,perennial ,https://mtcubacenter.org/plants/small-solomons-seal/,adaptable ,"filtered-shade, partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Polygonatum_biflorum_1.jpg,"With its arching stems, small Solomon’s seal adds a refined, vertical arching character to the woodland garden. This rhizomatous perennial flowers in spring with bell-shaped yellowish white flowers borne on the underside of 1-3’ tall stems. Small Solomon’s seal grows well in moist, well-drained acid soil in partial shade to shade. The bright green leaves of summer give way to attractive yellow fall color that contrasts nicely with the blue-black round fruit hanging beneath each leaf axil. Small Solomon’s seal is striking in the shade border combined with plants of differing textures such as Asarum canadense, Tiarella cordifolia, Mertensia virginica, and Stylophorum diphyllum.",average 
Penstemon smallii,Small’s Beardstongue,perennial ,https://mtcubacenter.org/plants/smalls-beardstongue/,adaptable ,filtered-shade ,https://mtcubacenter.org/wp-content/uploads/2016/06/Penstemon_smallii_1.jpg,"Small’s beardstongue is an underused and, yet, stunning perennial for the garden border or shady woodland edge in summer. It develops robust stems that can grow 18-28? tall, topped by exceptionally showy, pale lavender-violet to purplish-pink flowers, often in terminal clusters of 50 flowers or more. Its foliage is also an usually vibrant green that contrasts nicely with the flowers. Small’s beardstongue does best in well-drained to dry soils and partial shade to sunny locations. Small’s beardstongue makes a lovely companion with Amsonia hubrichtii, Gentiana andrewsii, Phlox divaricata, Polystichum acrostichoides, Chionanthus virginicus, and Carpinus caroliniana.","average, dry "
Symphyotrichum ericoides var. prostratum ‘Snow Flurry’,Snow Flurry White Heath Aster,perennial ,https://mtcubacenter.org/plants/snow-flurry-white-heath-aster/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Symphyotrichum_ericoides_MCC_57902.jpg,"Typically growing 4-6” tall, this herbaceous perennial is a prostrate form of the 3? tall species.  At first glance it resembles a spreading dwarf juniper with its rigid sprawling stems and notable linear, stiff leaves. Late summer to mid-autumn flowering, the yellow centered, ½” wide, white, star-shaped flowers cover the entire plant at peak bloom. Snow Flurry white heath aster will tolerate some shade but prefers full sun and dry, well-drained soil.  This plant is ideal for the front of the perennial border and is an excellent candidate for the rock garden. It makes an excellent companion for Silene virginica, Aquilegia canadensis, Opuntia humifusa, and Amsonia ciliata var. tenuifolia.","average, dry "
Neviusia alabamensis,Snow-Wreath,shrub ,https://mtcubacenter.org/plants/snow-wreath/,"adaptable, alkaline ","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Neviusia_alabamensis_1.jpg,"Neviusia alabamensis is an excellent native for screening in the home yard. The simple alternate leaves hang on until late fall and are among the first to unfold in spring. The white stamens of the petal-less flowers provide a delicate spring show. Flowering most profusely in full sun, snow-wreath will tolerate heavy shade and is very adaptable, thriving in heavy clay or well-drained soil. During winter the 3-5’ tall, gracefully arching cinnamon colored branches are lovely and frequently hold a bird’s nest left over from spring. When grown near Fagus grandifolia and Quercus alba, the tawny colors of the winter leaves interplay with the stems of the snow-wreath.","average, dry "
Nyssa sylvatica,Sour Gum,tree ,https://mtcubacenter.org/plants/sour-gum/,acidic ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Nyssa_sylvatica_1-900x700.jpg,"Nyssa sylvatica is a shining beacon in the autumn landscape. Dark green, glossy leaves reliably transform into the most brilliant shades of scarlet and orange unparalleled by any other tree. Reaching up to 60’ tall, it provides great architectural form with its pyramidal shape and perpendicular branching. In the garden, sour gum can grow in a wide range of soils from dry to periodically wet, as long as the soils are acidic. While sour gum is a slow growing tree, it is worth including this stunning specimen in the garden. Some garden companions include Viburnum rafinesquianum, Viburnum acerifolium, Gaultheria procumbens, Rhododendron periclymenoides, Osmundastrum cinnamomeum, Osmunda regalis, and Vaccinium pallidum.","average, dry, moist, wet "
Oxydendrum arboreum,Sourwood,tree ,https://mtcubacenter.org/plants/sourwood/,acidic ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Oxydendrum_arboreum_1.jpg,"Oxydendrum arboreum is truly a tree for all seasons. A spectacular specimen tree with weeping branch tips, mid-summer flowering and vibrant red/orange fall color make sourwood a lovely addition to the landscape. Best suited in full sun, sourwood will also tolerate filtered shade. Oxydendrum arboreum requires acid soil and good drainage. This slow growing tree can reach 50’ tall in ideal conditions. Sourwood is one of the latest blooming trees in summer, boasting white urn-shaped flowers in large clusters arranged on a finger-like panicle. The vivid red fall color of the foliage contrasts well with evergreens such as Ilex opaca, Pinus strobus, Kalmia latifolia and Juniperus virginiana.","average, moist "
Diervilla sessilifolia,Southern Bush Honeysuckle,shrub ,https://mtcubacenter.org/plants/southern-bush-honeysuckle/,"acidic, adaptable ","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Diervilla_sessilifolia_1.jpg,"Southern bush honeysuckle plays a supporting role as one of the backbones of the garden. This easy maintenance, arching  and suckering shrub is ideal for use in stabilizing banks, as a groundcover or in difficult situations where other plants will not grow. Diervilla sessilifolia grows 3-5’ tall. It tolerates dry soil and performs well in full sun to partial shade. Southern bush honeysuckle blooms in summer with yellow flowers set against medium green foliage and bronzy new growth that remains attractive the entire growing season. Use southern bush honeysuckle as the backdrop to perennials like Eurybia divaricata, Geranium maculatum, Uvularia grandiflora, Carex plantaginea, and Podophyllum peltatum.","average, dry, moist "
Zigadenus glaberrimus,Southern Camas,perennial ,https://mtcubacenter.org/plants/southern-camas/,acidic ,full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Zigadenus_glaberrimus_2.jpg,"Southern camas is an underused perennial which produces attractive waxy star shaped flowers in mid to late summer and is a perfect addition to the bog garden. The basal leaves are sword-shaped and are 3-5” tall arising from a short rhizome. From the center of the rosette, it produces a showy panicle of off-white flowers borne on a 3’ stalk. In fall the leaves, stalk and seed capsules become a very attractive reddish brown and persist through winter. Zigadenus glaberrimus thrives in acid bogs in full sun. Grow with other bog loving plants such as Spiranthes odorata ‘Chadds Ford’, Rhexia mariana var. mariana, Andromeda polifolia, Sarracenia purpurea, and Woodwardia virginica.","moist, wet "
Campanula divaricata,Southern Harebell,perennial ,https://mtcubacenter.org/plants/southern-harebell/,"acidic, adaptable ","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Campanula_divaricata_1.jpg,"Campanula divaricata is a showy, floriferous perennial worthy of wider garden use. Reaching 12-30” in height, southern harebell attracts attention in late summer with its small, pale blue-violet, bell-shaped flowers and narrow, lance-shaped leaves on open, branching stems. Southern harebell excels in acidic, dry to average, well-drained rocky soils in filtered shade to full sun and is drought-tolerant once established. It prefers sloping, open woodland situations and rocky outcrops.  Southern harebell grows well with other plants that require sharply-drained soil such as Carex appalachica, Saxifraga virginiensis, Aquilegia canadensis, Woodsia obtusa, Silene virginica, and Clematis ochroleuca.","average, dry "
Trillium sulcatum,Southern Red Trillium,perennial ,https://mtcubacenter.org/plants/southern-red-trillium/,"acidic, adaptable ","partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Trillium_sulcatum_1.jpg,"Southern red trillium is a delightful multi-stemmed, herbaceous perennial that makes a bold and attractive statement in the shady woodland garden. With its 2? tall stems, southern red trillium produces large, three-petaled, burgundy, purple or yellow flowers borne on stalks well above the foliage. Southern red trillium performs best with part shade in well-drained, neutral to slightly acidic soils. It makes a nice companion for Prosartes lanuginosa, Polystichum acrostichoides, Stylophorum diphyllum, Phlox divaricata, Caulophyllum thalictroides, Mertensia virginica, and Hydrophyllum virginianum.","average, moist "
Clintonia umbellulata,Speckled Wood Lily,bulbcorm ,https://mtcubacenter.org/plants/speckled-wood-lily/,acidic ,"filtered-shade, partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Clintonia_umbellulata_1.jpg,"Speckled wood lily is a coveted slow growing woodland wildflower for shady garden conditions. Vase-shaped, basal rosettes of leaves up to 10” long, form small masses that spread slowly. When mature, each rosette produces a single 10-12” flower stalk arising from the center with a round cluster of tiny white flowers, followed by shiny dark blue-black fruit in late summer. Speckled wood lily needs slightly acidic, well-drained, organic soils to perform best. It performs best under low competition and is a nice companion for Asarum canadense, Prosartes lanuginosa, Trillium grandiflorum, Sanguinaria canadensis, Polystichum acrostichoides, and Adiantum pedatum.","average, moist "
Lindera benzoin,Spicebush,shrub ,https://mtcubacenter.org/plants/spicebush/,acidic ,"filtered-shade, full-sun, partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Lindera_benzoin_1.jpg,"There’s no doubt that spring has arrived when the woodlands are filled with the soft yellow haze of spicebush in bloom. Lindera benzoin is a multi-stemmed, irregularly rounded understory shrub that reaches 6-12’ tall with foliage and stems that are aromatic when bruised. After blooming, spicebush fades into the woodland and comes to the forefront again in fall with dazzling yellow foliage. Female plants produce showy red fruit. Spicebush does best in partial shade, but will tolerate full sun with adequate moist soils. It is best used when naturalized in the woodland garden with companions such as Mertensia virginica, Sanguinaria canadensis, Polystichum acrostichoides, Symphyotrichum oblongifolium, and Callicarpa americana.","average, moist "
Lyonia mariana,Staggerbush,shrub ,https://mtcubacenter.org/plants/staggerbush/,acidic ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Lyonia_mariana_1.jpg,"Lyonia mariana is an attractive, 2-6’ tall upright rhizomatous shrub with delicate white to pink tubular flowers that hang in graceful clusters. Staggerbush produces leathery green leaves during summer and can develop good red fall color. It performs best in moist to wet, sandy or peaty soils in filtered shade to full sun; however, it is adaptable to loamy garden soils. This understory shrub is a good plant to incorporate in a naturalistic garden setting where it can spread freely. It works well with Vaccinium corymbosum, Rhododendron viscosum, Eubotrys racemosa, Chamaedaphne calyculata, Itea virginica, Gaylussacia frondosa, Magnolia virginiana, Ilex opaca, and Nyssa sylvatica.","average, moist, wet "
Maianthemum stellatum,Starflower,perennial ,https://mtcubacenter.org/plants/starflower/,adaptable ,"filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Maianthemum_stellatum_1.jpg,"Starflower is a tough, dependable 1-2’ tall perennial with arching stems and attractive narrow blue-green foliage forming erect colonies. In mid-spring it bears terminal pyramidal clusters of white star-shaped and slightly fragrant flowers. The flowers are followed in late summer by attractive fruit that mature from green to dark purplish-red with alternating stripes. It is good candidate for massing and along border edges or beneath shrubs. Starflower prefers moist to slightly dry conditions in filtered shade to full sun. Some excellent companions include Geranium maculatum, Caulophyllum thalictroides, Asarum canadense, Rhododendron canescens, Polystichum acrostichoides, and Solidago flexicaulis.","average, moist "
Vernonia acaulis,Stemless Ironweed,perennial ,https://mtcubacenter.org/plants/stemless-ironweed/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Vernonia_acaulis_3.jpg,"In late summer, when many perennials have lost their shine, stemless ironweed delights us with saturated violet flowers. Although the name ironweed is said to refer to the rusty colored seed clusters, this plant is also tough as iron, undemanding and easy to grow. Stemless ironweed forms a basal rosette of leaves with 36-42” tall stems rising from its center. It performs well on a woods edge in well-drained to dry, sandy soils. This species is at home when planted in meadows and woodland landscapes with other late summer bloomers including Solidago caesia, Pityopsis graminifolia, Symphyotrichum oblongifolium, and Rudbeckia hirta.","average, dry "
Ionactis linariifolius,Stiff Aster,perennial ,https://mtcubacenter.org/plants/stiff-aster/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Ionactis_linariifolius_1.jpg,"With its conifer-like texture, clump forming habit and drought tolerance, Ionactis linariifolius is an unusual addition to the rock garden or xeric site. Plants produce numerous, erect wiry stems with densely arranged stiff, needle-like foliage. Stems terminate in clusters of 1” wide flowers, ranging in shades of lavender, blue-violet, or white with a central yellow disc that matures to a bronze-red. Stiff aster grows 12-20” tall and prefers full sun in a sandy to gravelly soil but will tolerate some shade and a moist, well drained soil. This long blooming perennial complements Salvia lyrata ‘Burgundy Bliss’, Liatris pilosa, Silene virginica and Helianthus porteri.","average, dry, moist "
Rhododendron viscosum var. serrulatum,Swamp Azalea,shrub ,https://mtcubacenter.org/plants/swamp-azalea/,acidic ,"filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Rhododendron_serrulatum_1.jpg,"Rhododendron viscosum var. serrulatum offers fragrant white tubular flowers in late summer on an upright, irregularly shaped, multi-stemmed shrub, making it a very nice element for the back of the garden border. Swamp azalea prefers moist, well-drained, acid soils in full sun to filtered shade. Even so, it is quite adaptable in the garden to occasional dry periods. In autumn, swamp azalea can develop excellent red fall color. This azalea combines well with numerous plants in the garden including Osmunda regalis, Osmundastrum cinnamomea, Phlox divaricata, Actaea podocarpa, Clematis glaucophylla, Lobelia siphilitica, Leucothoe axillaris, Clethra alnifolia, and Ilex glabra.","average, moist "
Persea palustris,Swamp Bay,tree ,https://mtcubacenter.org/plants/swamp-bay/,"acidic, adaptable ","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Persea_palustris_1.jpg,"Swamp bay is a marvelous broadleaved evergreen tree worthy of wider use in our region of the eastern U.S. This small to medium-sized single-stemmed tree develops an upright, loose and irregular habit eventually reaching 20-30’ tall. Swamp bay performs well in acidic, moist to wet soils from filtered shade to full sun. Its narrow and leathery leaves are an attractive element in the garden especially during winter. Interestingly, when crushed, leaves have a very pleasant spicy aroma. This small tree makes an excellent companion for other plants that tolerate moisture including Fothergilla gardenii, Ilex glabra, Zenobia pulverulenta, Spiraea latifolia and Osmunda regalis.","average, moist, wet "
Helianthus angustifolius,Swamp Sunflower,perennial ,https://mtcubacenter.org/plants/swamp-sunflower/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Helianthus_angustifolius_1.jpg,"Swamp sunflower is a tall, striking plant for the perennial border or naturalistic meadow garden. Bright yellow, 2½” daisy-like flowers grow on 6’ stems clothed in rich green needle-like leathery foliage. The clusters of flowers standout when viewed at a distance or close up. Helianthus angustifolius lives in a wide range of soil moisture conditions.  Swamp sunflower is special because it is among the last plants to bloom in late autumn. This sun loving perennial grows well among Schizachyrium scoparium, Andropogon virginicus, Symphyotrichum georgianum, Symphyotrichum oblongifolium, and Euthamia caroliniana.","average, dry, moist "
Magnolia virginiana,Sweet Bay,tree ,https://mtcubacenter.org/plants/sweet-bay/,"acidic, adaptable ","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Magnolia_virginiana_1.jpg,"Grace your patio path with the pleasing lemon-scented fragrant blossoms of this multi- stemmed, small tree. Blooming sporadically, the solitary 2-3”, creamy white flowers are followed by small red fruits which are highly valued by a variety of wildlife. The shiny leaves are semi-evergreen, cast with silver on the underside. Sweet bay’s loose, open, upright habit provides a lovely vertical element in the garden. Naturally growing in moist to wet acid soils, it will thrive in medium to heavy clay. Sweet bay prefers filtered shade to sun. It makes a handsome companion for Matteuccia struthiopteris, Chelone lyonii, Osmundastrum cinnamomeum, Ilex glabra, and Clethra alnifolia.","average, moist, wet "
Liquidambar styraciflua,Sweet Gum,tree ,https://mtcubacenter.org/plants/sweet-gum/,acidic ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Liquidambar_styraciflua_1.jpg,"Grown especially for its fall foliage, sweet gum is a large, fast-growing tree tolerant of poor drainage and drier soils. Glossy green, five-point, star-shaped leaves adorn the tree throughout the growing season turning a combination of bright orange, gold, purple and red in autumn. In spring, inconspicuous flowers give rise to the iconic spherical clusters of seed capsules which turn from green to brown in winter. These “gum balls” persist on the tree and can be a nuisance when they drop. Sweet gum makes a good shade or specimen tree for moist, acid soils in full sun or filtered shade. It grows well with Aronia arbutifolia, Oxydendrum arboreum and Fothergilla x intermedia ‘Mt. Airy’.","average, dry, moist, wet "
Vernonia angustifolia,Tall Ironweed,perennial ,https://mtcubacenter.org/plants/tall-ironweed/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Vernonia_angustifolia_2.jpg,"Tall ironweed is an attractive perennial worthy of wider garden use because of its striking foliage and dark purple flowers in summer. It thrives in well-drained, low nutrient soils and tolerates filtered shade to full sun where it is quite drought tolerant. In mid-September, it produces flat-topped clusters of purple flowers on 3-5’ tall, multi-stemmed plants with finely-textured yet durable and disease resistant foliage. Vernonia angustifolia is an excellent meadow or perennial border plant in combination with Schizachyrium scoparium, Andropogon virginicus, Sporobolus heterolepis, Helianthus angustifolius, Rudbeckia fulgida, and Liatris pilosa var. pilosa.","average, dry "
Delphinium exaltatum,Tall Larkspur,perennial ,https://mtcubacenter.org/plants/tall-larkspur/,alkaline ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Delphinium_exaltatum_1.jpg,"Delphinium exaltatum is an attractive and floriferous native woodland-edge perennial that is equally at home in the home garden border. Growing to a height of 4’, this summer-blooming perennial has attractive medium-green, palmate leaves and narrow stalks of showy, deep blue-purple flowers that attract hummingbirds and butterflies. Tall larkspur excels in moisture-retentive, well-drained, humus-rich, slightly alkaline soil and prefers filtered shade to full sun. Delphinium exaltatum is an attractive addition to the garden when planted en masse with Coreopsis tripteris, Solidago rugosa ‘Fireworks’, Vernonia angustifolia, Silphium simpsonii, and Veronicastrum virginicum.","average, moist "
Rudbeckia triloba,Thin-Leaf Coneflower,perennial ,https://mtcubacenter.org/plants/thin-leaf-coneflower/,adaptable ,full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Rudbeckia_triloba_1.jpg,"Rudbeckia triloba is a bushy, free-flowering, 2-3’ (to 5’) tall biennial or short-lived perennial that readily self sows and is very effective for naturalizing. It features masses of 1-2” wide, daisy-like, golden-yellow flowers with flat, purplish-brown centers on hairy stems from late summer to early fall. The thin, rough textured upper leaves are oval to lance-shaped and sometimes three-lobed at the base. Performance is best in moist but well-drained, humus-rich soil in full sun. Perfect for an informal garden, it also makes a good cut flower. Plant with Echinacea purpurea, Eutrochium maculatum, Conoclinium coelestinum, Symphyotrichum laeve, and Vernonia novaboracensis.","average, moist "
Sedum ternatum,Three-Leaf Stonecrop,perennial ,https://mtcubacenter.org/plants/three-leaf-stonecrop/,adaptable ,"filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Sedum_ternatum_1.jpg,"Three-leaf stonecrop, with its succulent leaves and attractive white spring flowers, is a drought resistant, easy-care perennial deserving wider use in gardens. The creeping, succulent evergreen foliage grows 3-6” tall and is rarely bothered by insects or disease. Sprays of white star-shaped flowers on curving one-sided inflorescences are held above the foliage during spring. Sedum ternatum typically grows in shady, well-drained, moist locations such as stream banks or on damp rocks but will take more sun if moisture is available. Three-leaf stonecrop integrates nicely in the woodland garden with Houstonia caerulea, Aquilegia canadensis, Dodecatheon meadia, Iris cristata, Silene virginica, and Chrysogonum virginianum.","average, dry, moist "
Trillium cuneatum,Toad Trillium,perennial ,https://mtcubacenter.org/plants/toad-trillium/,"adaptable, alkaline ","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Trillium_cuneatum_2.jpg,"Toad trillium is among the most carefree and easy to grow trilliums for massing in the garden with its attractive upright flowers in early to mid-spring. The distinctive maroon, occasionally yellowish-green, 3-petaled flowers are borne on 1’ tall plants from late April through May. The mottled green leaves, reminiscent of the spots found on some toads, give this trillium its common name. Toad trillium performs best in well drained, alkaline to neutral soils in filtered to partial shade. Toad trillium combines well with Polystichum acrostichoides, Tiarella cordifolia, Rhododendron periclymenoides, Leucothoe fontanesiana, Uvularia grandiflora, Phlox divaricata, and many other spring woodland wildflowers.",average 
Lonicera sempervirens,Trumpet Honeysuckle,vine ,https://mtcubacenter.org/plants/trumpet-honeysuckle/,adaptable ,full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Lonicera_sempervirens_1.jpg,"Trumpet honeysuckle is an attractive woody vining plant with showy clusters of 2” long, crimson tubular flowers. It is quite vigorous, growing from 10-20’ tall and is easily trained on a trellis, arbor or fence. The attractive bluish leaves are deciduous in the north but evergreen in warmer climates. The plant blooms heavily in late spring then sporadically until fall. It prefers well-drained, evenly-moist soil and produces flowers most profusely in full sun. Hummingbirds love the flowers, so try growing trumpet honeysuckle with plants that give a succession of bloom to attract these beautiful birds. A few companions include Aesculus pavia, Aquilegia canadensis, and Spigelia marilandica.","average, moist "
Lilium superbum,Turk’s Cap Lily,bulbcorm ,https://mtcubacenter.org/plants/turks-cap-lily/,"acidic, adaptable ","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Lilium_superbum_1.jpg,"In the sultry heat of summer, Turk’s cap lily is a magnificent flowering bulb for the shady garden. In late July, upright clusters of reflexed, bell-shaped, orange to red spotted flowers form a stunning candelabra-like arrangement atop 7-10’ tall plants. Turk’s cap lily thrives in acidic, well-drained, loamy soils rich in organic matter. When flowering, this lily is highly attractive to butterflies and hummingbirds which are frequent visitors in search of the nectar it provides. Turk’s cap lily makes a fine companion with Rhododendron calendulaceum, Spigelia marilandica, Halesia tetraptera, Galax urceolata, Astilbe biternata, Hydrangea arborescens, Trillium erectum, and Phlox paniculata.","average, moist, wet "
Chelone glabra,Turtlehead,perennial ,https://mtcubacenter.org/plants/turtlehead/,adaptable ,"filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Chelone_glabra_1.jpg,"The white or blush pink snapdragon-like flowers of Chelone glabra add a marvelous late summer charm to the garden when few other plants are blooming.  Flowers are borne in upright, terminal spikes atop plants that ultimately reach 3-4’ tall.  Turtlehead grows well in rich, moist soil that ranges from neutral to slightly acid and thrives in part shade to full sun as long as there is adequate moisture.  Turtlehead makes an excellent accent specimen in the naturalistic garden or along streams. The foliage is deer resistant and is an important food and breeding source for butterflies.  Conoclinium coelestinum, Lobelia siphilitica, Actaea racemosa, and Osmunda regalis make excellent garden companions.","average, moist, wet "
Trillium stamineum,Twisted Trillium,perennial ,https://mtcubacenter.org/plants/twisted-trillium/,"adaptable, alkaline ","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Trillium_stamineum_2.jpg,"This unique trillium garners considerable attention with attractive, mottled silver and green leaves as well as narrow, twisted, propeller-shaped flower petals borne on plants 12-15? tall. The dark maroon-colored petals contrast with alternating silvery-green sepals, further enhancing twisted trilliums floral appeal and giving it a unique architectural appeal. Preferring moist, well-drained, organic and alkaline soils, Trillium stamineum is ideal for specimen use or massing in the shady garden. Twisted trillium effectively combines with Thalictrum thalictroides, Dodecatheon meadia, Carex plantaginea, Trillium decumbens, and Adiantum capillus-veneris.","average, moist "
Cardamine diphylla,Two-Leaf Toothwort,perennial ,https://mtcubacenter.org/plants/two-leaf-toothwort/,"acidic, adaptable ","partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Cardamine_diphylla_1.jpg,"Two-leaf toothwort produces handsome clumps of 3-lobed basal foliage very early in spring. These are followed by white, bell-shaped flowers arranged in small terminal clusters on a 6-12” tall stem bearing two opposite leaves. The leaves typically go dormant in early summer but may reappear in fall. Grow in rich, slightly acid woodland soil in shady conditions. Combine Cardamine diphylla with Trillium erectum, Iris cristata, and Dicentra eximia for a naturalistic display. It makes a nice groundcover under Cornus florida, Rhododendron periclymenoides and Hydrangea quercifolia.","average, moist "
Oxalis violacea,Violet Wood Sorrel,bulbcorm ,https://mtcubacenter.org/plants/violet-wood-sorrel/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Oxalis_violacea_1.jpg,Oxalis violacea is a spring flowering bulb that goes dormant in summer and then reappears with a surprise second bloom in the fall. This delicate ephemeral plant features attractive clover-like grey-green leaves with purplish mottling and undersides. The 5-petaled flowers are lavender to purplish-pink on 4-8” tall stems. This plant slowly colonizes in deciduous shade in either loamy or clay soils. Oxalis violacea requires an edge of the garden bed with low competition from other plants. The thin strappy leaves of Sisyrinchium angustifolium and Carex digitalis contrast nicely with the clover-like foliage of wood sorrel. Pair this with other violet blooming plants like Dodecatheon amethystinum.,"average, dry, moist "
Mertensia virginica,Virginia Bluebells,perennial ,https://mtcubacenter.org/plants/virginia-bluebells/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Mertensia_virginica_1.jpg,"A sure sign of spring’s impending arrival is the masses of bright blue flowers of Virginia bluebells borne above its fresh green foliage. This herbaceous perennial wildflower happily seeds itself in the garden, quickly forming large drifts. Virginia bluebells grow 18? tall and thrives in moist well-drained soils that are slightly acidic to neutral. They prefer bright sun in early spring followed by shade later as the forest canopy expands. By summer, Virginia bluebells die back to the ground allowing other perennials to extend the gardening season. Plant them with Polystichum acrostichoides, Stylophorum diphyllum, Phlox divaricata and other woodland wildflowers.","average, moist, wet "
